TOI,,TESS Disposition,TFOPWG Disposition,t0,t0_err,period,p_err,radius,r_err,st_mass,ecc,e_err,mass,m_err,inc,i_err,multi,Comments
194,1,KP,KP,2458356.565,0.000209206,4.899642187,2.40E-06,16.24033284,0.086546086,,0,0,,,89,0.2,0,WASP-20 b
195,1,KP,KP,2458355.49,6.20E-05,2.072759476,4.50E-07,13.33444416,0.6327768,1.01,0,0,,,89,0.2,0,WASP-97 b
228,1,KP,KP,2459089.518,0.001788024,2.686504149,5.30E-06,13.74702393,0.3625193,1.06,0,0,,,89,0.2,0,HATS-16 b; epoch kept from qlp-s29-tois
229,1,KP,KP,2458354.773,0.000279163,3.126077752,2.31E-06,10.92571149,0.7295448,0.91,0,0,,,89,0.2,0,WASP-45 b
231,1,KP,KP,2458357.395,0.000118928,3.361001127,1.08E-06,12.72734565,0.63978773,0.93,0,0,,,89,0.2,0,WASP-6 b
232,1,KP,KP,2459109.947,0.00009,1.338230712,3.22E-07,14.83782003,0.9224437,0.97,0,0,,,89,0.2,0,WASP-4 b
239,1,KP,KP,2459450.197,0.001405919,4.156786358,3.73E-06,9.710865769,0.5563425,1.27,0,0,,,89,0.2,0,WASP-30b - BD
241,1,KP,KP,2458355.196,9.50E-05,1.386651904,7.22E-07,12.98116186,0.63853365,1.03,0,0,,,89,0.2,0,WASP 173 b
246,1,KP,KP,2458355.732,0.000249662,7.872893679,4.85E-06,15.0953,1.11573,,0,0,,,89,0.2,0,WASP-105 b; all parameters from spoc-s1-s36 except except for radii from qlp-s29-tois since SPOC is assuming solar radius
247,1,KP,KP,2458354.32,0.000277519,3.425256747,2.40E-06,14.36006696,0.7693034,0.98,0,0,,,89,0.2,0,WASP-96 b
250,1,KP,KP,2458355.508,0.00012211,1.628429557,7.98E-07,12.94941335,0.651739,1.02,0,0,,,89,0.2,0,WASP-5 b
255,1,KP,KP,2459090.083,0.001928102,2.812648471,6.87E-06,12.06580062,0.4648629,1.01,0,0,,,89,0.2,0,HATS-32 b
256,1,KP,KP,2458399.929,0.001120759,24.73734116,0.000140537,1.843945309,0.114572965,0.184589,0,0,,,89,0.2,1,LHS-1140 b
256,2,KP,KP,2459141.1,0.0017719,3.777941752,8.52E-06,1.565993718,0.20743896,0.184589,0,0,,,89,0.2,1,LHS-1140c
259,1,KP,KP,2458386.578,0.000681041,2.423822584,0.000136506,12.2562719,0.24819414,0.96,0,0,,,89,0.2,0,WASP-44 b
264,1,KP,KP,2459168.126,0.00034,2.21674,0,18.2508,0.896431,1.03,0,0,,,89,0.2,0,WASP-72b
265,1,KP,KP,2459169.575,0.0003467,5.924266132,3.56E-06,9.344044163,0.61892897,0.87,0,0,,,89,0.2,0,WASP-139 b
267,1,KP,KP,2459135.796,0.000239,5.752582171,2.49E-06,12.70426483,0.58607066,1.14,0,0,,,89,0.2,0,WASP-99 b
272,1,KP,KP,2459140.876,0.0002718,3.309845755,1.53E-06,12.43162281,0.7775041,0.818,0,0,,,89,0.2,0,WASP-53 b
303,1,KP,KP,2459091.087,0.000824349,3.560841393,1.43E-05,11.40254951,0.8115832,1,0,0,,,89,0.2,0,HATS-60 b
388,1,KP,KP,2459475.892,0.000830162,2.903684342,1.72E-06,14.69351475,0.72139883,1.18,0,0,,,89,0.2,0,WASP-71 b
391,1,KP,KP,2459169.669,0.0001318,1.955093156,5.39E-07,13.14068336,0.62092483,0.969,0,0,,,89,0.2,0,WASP-50b
398,1,KP,KP,2459168.521,0.0000556,1.36002828,2.08E-07,13.09118126,0.60228205,0.991,0,0,,,89,0.2,0,WASP-77 A b
400,1,KP,KP,2459169.279,0.0005966,3.6344447,0.0000042,14.25,0.706771,1.25,0,0,,,89,0.2,0,WASP-138b
403,1,KP,KP,2458411.902,0.000546,3.532822,0.000138,13.474905,0.184494,1.17,0,0,,,89,0.2,0,WASP-22b
404,1,KP,KP,2459168.639,0.0003113,2.962640198,1.49E-06,12.65489004,0.6409269,0.97,0,0,,,89,0.2,0,WASP-98 b
413,1,KP,KP,2459174.669,0.000262641,3.662391781,6.94E-07,17.28055672,0.84741235,1.54,0,0,,,89,0.2,0,WASP-79 b
415,1,KP,KP,2459166.483,0.0005569,3.611262058,2.20E-06,13.61374033,0.59679073,1.36,0,0,,,89,0.2,0,WASP-120 b
418,1,KP,KP,2459146.1,0.000177223,2.235986455,5.07E-07,13.4367443,0.7075624,0.924,0,0,,,89,0.2,0,WASP 140 b; this planet contaminates 178284729 in spoc-s01s06-b02
423,1,KP,KP,2459176.768,0.000197049,3.161569701,6.73E-07,14.86195464,0.7204642,1.135,0,0,,,89,0.2,0,WASP-35 b
434,1,KP,KP,2459198.52,0.0015459,4.388851647,3.27E-06,13.89945234,0.8251116,0.87,0,0,,,89,0.2,0,HATS-43 b
437,1,KP,KP,2459197.576,0.0012827,2.743902942,4.25E-06,11.92923882,0.3915262,0.79,0,0,,,89,0.2,0,HATS-44 b
439,1,KP,KP,2459175.6,0.000766731,3.855889981,3.31E-06,14.52229131,0.5979688,1.21,0,0,,,89,0.2,0,WASP-61 b
443,1,KP,KP,2459174.841,0.000974875,3.310669201,3.48E-06,13.382013,0.6670257,1.118,0,0,,,89,0.2,0,WASP-141 b
448,1,KP,CP,2458438.403,0.000215363,0.882062426,5.16E-06,8.388894075,2.225674,0.74,0,0,,,89,0.2,0,NGTS-6 b
449,1,KP,KP,2459175.59,0.000862705,2.175172877,1.87E-06,18.78740193,0.94767016,1.23,0,0,,,89,0.2,0,WASP-78 b
452,1,KP,KP,2459174.696,0.00064729,4.763395242,3.42E-06,10.2196833,0.59249717,0.9,0,0,,,89,0.2,0,HATS-5 b
453,1,KP,KP,2458438.966,0.0004,2.70582,0.00008,18.4904,0.986603,1.304,0,0,,,89,0.2,0,WASP-82b
465,1,KP,KP,2459449.9,0.000592747,3.836161905,1.83E-06,6.110088822,0.45849642,0.811,0,0,,,89,0.2,0,WASP-156 b
466,1,KP,KP,2459201.891,0.001258148,4.187615382,7.00E-06,13.90023688,0.6506094,1.38,0,0,,,89,0.2,0,HATS-45 b
468,1,KP,KP,2459220.82,0.000571,3.32527029,1.83E-06,11.50390062,0.3623092,0.585471,0,0,,,89,0.2,0,HATS-6 b
471,1,KP,KP,2459223.302,0.0001318,3.585707607,9.81E-07,15.85259012,0.73871547,1.277,0,0,,,89,0.2,0,WASP-101 b
473,1,KP,KP,2459229.489,0.000557711,1.573284841,1.05E-06,14.72475239,0.77020836,1,0,0,,,89,0.2,0,WASP-64 b
474,1,KP,KP,2459226.055,0.0006162,2.516725716,2.34E-06,12.90831479,0.75047064,0.91,0,0,,,89,0.2,0,HATS-4 b
477,1,KP,KP,2459230.324,0.000338983,2.944428364,1.24E-06,12.79048763,0.849383,0.84,0,0,,,89,0.2,0,WASP-23 b
479,1,KP,KP,2459221.889,0.0002154,2.781737864,9.60E-07,12.68410234,0.60692525,0.989,0,0,,,89,0.2,0,WASP-49 b
483,1,KP,KP,2458469.697,0.00023071,4.378080652,2.24E-06,15.17673459,0.8269774,1.02,0,0,,,89,0.2,0,WASP-63 b
489,1,KP,KP,2459250.846,0.0007946,3.646661205,4.04E-06,13.28441341,0.6727048,1.18,0,0,,,89,0.2,0,HAT-P-35
490,1,KP,KP,2459250.778,0.0001676,2.810600099,8.63E-07,15.97797597,0.8158864,1.254,0,0,,,89,0.2,0,HAT-P-30 b
491,1,KP,KP,2459573.338,0.0005219,3.3326807,0.0000014,14.4817,0.644502,1.01,0,0,,,89,0.2,0,HAT-P-43 b
492,1,KP,KP,2459573.381,0.0005194,3.1220237,0.0000034,13.9405,0.883956,1.25,0,0,,,89,0.2,0,HAT-P-50b
495,1,KP,KP,2459251.854,0.000056,1.2749246,0.0000002,22.1016,0.878213,1.45,0,0,,,89,0.2,0,WASP-121 b
501,1,KP,KP,2459252.536,0.0001082,1.7100535,0.0000005,17.2191,0.87616,1.06,0,0,,,89,0.2,0,KELT-14 b
505,1,KP,KP,2459299.865,0.0011183,3.329464924,8.83E-07,16.02696187,0.6831824,1.33,0,0,,,89,0.2,0,KELT-15 b
508,1,KP,KP,2459222.79,0.0001826,4.6117328,0.0000019,18.7958,0.671401,1.7,0,0,,,89,0.2,0,KELT-19A
511,1,KP,KP,2459572.085,0.0002352,3.3552499,0.0000016,16.4831,0.818767,1.25,0,0,,,89,0.2,0,HAT-P-24 b
514,1,KP,KP,2459532.414,0.003632789,11.39095559,2.61E-05,11.16218306,0.64199126,0.81,0,0,,,89,0.2,0,K2-114 b
534,1,KP,KP,2458470.817,0.002757008,4.035044438,2.78E-05,12.53306062,1.699505,1.08,0,0,,,89,0.2,0,CoRoT-13 b
535,1,KP,KP,2459203.487,0.003761334,2.82803915,1.30E-05,17.76037065,1.2277269,1.02,0,0,,,89,0.2,0,CoRoT-12 b
536,1,KP,KP,2458473.382,0.003865928,9.243230294,6.37E-05,15.39650566,1.3283917,0.94,0,0,,,89,0.2,0,CoRoT-20b; two planets in system
537,1,KP,KP,2459205.316,0.002805205,4.037901243,1.44E-05,18.38267405,2.504766,1.21,0,0,,,89,0.2,0,CoRoT-5b
545,1,KP,KP,2459203.608,0.00136724,1.900086247,3.93E-06,15.04962078,0.5327904,0.97,0,0,,,89,0.2,0,CoRoT-18 b
546,1,KP,KP,2459211.466,0.0041813,9.201649642,3.14E-05,13.43739593,0.48492947,1.21,0,0,,,89,0.2,0,CoRoT-4 b
547,1,KP,KP,2459211.479,0.0011653,1.5089635,0.0000089,20.5944,,1.26,0,0,,,89,0.2,0,CoRoT-1 b
548,1,KP,KP,2459205.243,0.004127134,3.897120261,1.89E-05,13.49322275,0.7149572,1.03,0,0,,,89,0.2,0,CoRoT-19b
551,1,KP,KP,2459203.149,0.001252444,2.647305125,3.02E-06,10.61344808,3.2976332,0.561044,0,0,,,89,0.2,0,NGTS-1 b
567,1,KP,KP,2459250.291,0.0002557,1.537364492,7.96E-07,13.75352105,0.64088625,1.08,0,0,,,89,0.2,0,WASP-36 b
571,1,KP,KP,2459577.803,0.0003968,4.6418368,0.000004,12.9164,0.640675,1.059,0,0,,,89,0.2,0,HAT-P-42 b
574,1,KP,KP,2459278.171,0.00184,3.30239073,7.17E-06,17.09995446,0.95015645,1.16,0,0,,,89,0.2,0,HATS-26 b
578,1,KP,KP,2459278.251,0.0010015,2.052868372,3.12E-06,17.62674047,1.0658941,1.1,0,0,,,89,0.2,0,WASP-142 b
655,1,KP,KP,2459304.063,0.0001451,0.788839248,4.88E-07,16.12471289,0.7670051,0.97,0,0,,,89,0.2,0,WASP-19 b
656,1,KP,KP,2459279.797,0.0000674,0.813473629,2.94E-07,13.16015326,1.2992077,0.65,0,0,,,89,0.2,0,WASP-43 b
660,1,KP,KP,2459575.807,0.0007093,9.2896818,0.0000133,12.124,0.542696,1.24,0,0,,,89,0.2,0,WASP-106 b
661,1,KP,KP,2459283.746,0.000913295,4.086056935,4.00E-06,12.9107218,0.66500527,1.56,0,0,,,89,0.2,0,WASP-66 b
664,1,KP,KP,2458544.341,0.000741,4.736094,0.000234,13.692776,0.177403,,0,0,,,89,0.2,0,KELT 11b
667,1,KP,KP,2459280.989,0.000884501,1.6289322,3.78E-06,1.214566424,0.15818869,0.195794,0,0,,,89,0.2,0,GJ 1132 b
675,1,KP,KP,2459575.924,0.0001787,4.1780629,0.0000015,15.4656,0.682425,1.05,0,0,,,89,0.2,0,WASP-127 b
683,1,KP,KP,2459303.595,0.0003068,3.4058883,0.000002,16.8846,0.746487,1.2,0,0,,,89,0.2,0,WASP-31 b
685,1,KP,KP,2459570.426,0.0008416,11.6334541,0.0000062,10.264,0.549285,0.96,0,0,,,89,0.2,0,K2-261 b
744,1,KP,KP,2459284.746,0.000304535,4.317684985,1.48E-06,14.03915838,0.8395646,1.014,0,0,,,89,0.2,0,WASP-34 b
747,1,KP,KP,2459308.414,0.000374702,1.682789594,4.58E-05,14.80046374,0.69054896,1.31,0,0,,,89,0.2,0,WASP-87 b
748,1,KP,KP,2459307.956,0.000487241,2.021897839,6.48E-05,18.4075,1.06899,1.57,0,0,,,89,0.2,0,WASP-167 b
750,1,KP,KP,2459304.327,0.0004481,0.8378445,0.000001,15.1164,,1.01,0,0,,,89,0.2,0,HATS-18 b
751,1,KP,KP,2459303.028,0.0003595,4.722814629,3.32E-06,12.13765039,0.91417116,0.757,0,0,,,89,0.2,0,HATS-22 b
752,1,KP,KP,2459309.447,0.000556645,5.748134363,3.81E-06,13.23743471,0.63841736,1.1,0,0,,,89,0.2,0,WASP-129 b
766,1,KP,KP,2459304.66,0.0002653,3.446452913,1.57E-06,12.48818089,0.6135082,1.18,0,0,,,89,0.2,0,HATS-1 b
767,1,KP,KP,2458572.991,0.000252,3.764873,0.000069,13.95182,0.090622,1.025,0,0,,,89,0.2,0,WASP-25 b
769,1,KP,KP,2459312.103,0.000379896,4.981664636,0.000156941,10.6855974,0.63858956,0.92,0,0,,,89,0.2,0,WASP-42 b
770,1,KP,KP,2459310.765,0.00203908,4.637047874,1.05E-05,15.3045465,1.0992488,1.41,0,0,,,89,0.2,0,HATS-27 b
773,1,KP,KP,2459309.365,0.000661042,4.971281061,0.000260852,11.67350178,0.68395126,0.963,0,0,,,89,0.2,0,WASP-83 b
774,1,KP,KP,2459310.444,0.000474078,4.46563433,2.40E-06,14.64677635,0.63955903,1.134,0,0,,,89,0.2,0,WASP-55 b
780,1,KP,KP,2459308.535,0.00023643,3.052440799,5.35E-05,13.00980476,0.6206067,0.976,0,0,,,89,0.2,0,WASP-41 b
781,1,KP,KP,2459303.359,0.0003375,1.3541351,0.000001,14.0693,0.899122,0.825,0,0,,,89,0.2,0,HATS-2 b
818,1,KP,KP,2458598.073,0.00045,3.118536,0.000084,11.857124,0.105384,1.02,0,0,,,89,0.2,0,WASP-16b
819,1,KP,KP,2458602.089,0.001958,16.257799,0.00279,8.959641,0.484719,1.05,0,0,,,89,0.2,0,HATS-17b
820,1,KP,KP,2458599.445,0.0006,3.752062,0.000147,14.937131,0.135883,1.176,0,0,,,89,0.2,0,WASP-15b
822,1,KP,KP,2459359.008,0.000321,7.133518,0.0000057,10.9689,0.795767,0.76,0,0,,,89,0.2,1,WASP-132b
825,1,KP,KP,2459309.074,0.002430513,3.185332484,7.83E-06,5.892612018,0.48911616,0.819,0,0,,,89,0.2,0,HATS-7b
826,1,KP,KP,2459312.196,0.000548316,11.55024596,0.000779309,10.86012506,0.618274,0.99,0,0,,,89,0.2,0,WASP-130b
828,1,KP,KP,2458601.58,0.000516,5.322154,0.0002,13.376846,0.102917,1.01,0,0,,,89,0.2,0,WASP-131b
834,1,KP,KP,2459335.491,0.000289556,2.675494843,5.31E-05,16.24224608,0.86061335,1.1,0,0,,,89,0.2,0,WASP-108b; only appears in a submitted (never accepted) 2014 paper: arXiv:1410.3449
839,1,KP,KP,2458571.552,0.004326048,2.485580635,2.49E-05,36.50912537,163.50601,1.79,0,0,,,89,0.2,0,OGLE2-TR-L9b
840,1,KP,KP,2459309.562,0.00274364,3.799565048,0.00072179,8.498903114,1.4785533,0.98,0,0,,,89,0.2,0,HATS-20b
843,1,KP,KP,2459307.703,0.001365341,4.29864431,0.000406314,13.84319085,0.82850087,1.03,0,0,,,89,0.2,0,HATS-25b
1049,1,KP,KP,2459363.821,0.000698936,2.180527713,2.72E-06,16.80885305,0.88213754,1.198,0,0,,,89,0.2,0,K2-237 b
1050,1,KP,KP,2459336.868,0.000394217,3.735569718,0.000109562,21.08092539,1.1887712,1.354,0,0,,,89,0.2,0,WASP-17 b
1065,1,KP,KP,2458654.348,0.002094,2.160344,0.000276,22.503541,17.500204,1.03,0,0,,,89,0.2,0,HATS-23b
1066,1,KP,KP,2458657.833,0.001239,4.606184,0.000392,12.962219,0.582183,0.99,0,0,,,89,0.2,0,HATS-29b
1067,1,KP,KP,2459039.051,0.001492034,3.13165894,9.31E-06,8.831059211,0.5221478,0.69,0,0,,,89,0.2,0,HATS-48 b
1068,1,KP,KP,2458656.633,0.001251,3.180362,0.000247,13.446487,0.600679,0.96,0,0,,,89,0.2,0,HATS-28b
1069,1,KP,KP,2458655.58,0.000152342,2.977636947,2.01E-06,14.03690873,0.7440518,1.025,0,0,,,89,0.2,0,WASP-123 b
1076,1,KP,KP,2458654.163,0.000139209,2.549565889,1.64E-06,12.88794332,0.65006113,1.01,0,0,,,89,0.2,0,HATS-33 b
1084,1,KP,KP,2459388.904,0.0003056,1.348495529,8.29E-07,15.91896679,0.8625915,1.18,0,0,,,89,0.2,0,HATS-24 b
1144,1,KP,KP,2459420.377,0.000364586,4.887800599,1.95E-06,4.862481666,0.34526294,0.77,0,0,,,89,0.2,0,HAT-P-11 b
1148,1,KP,KP,2459628.57,0.0000789,5.5514908,0.000001,15.6197,0.613038,1.25,0,0,,,89,0.2,0,KELT 24 b
1150,1,KP,KP,2458683.442,4.44E-05,1.481139064,3.88E-07,20.31714395,0.52144974,2.431,0,0,,,89,0.2,0,KELT-9 b
1151,1,KP,KP,2459441.669,0.0003885,3.4741267,0.0000099,20.5828,0.586215,2.282,0,0,,,89,0.2,0,KELT-20 b
1161,1,KP,KP,2459420.734,0.000377248,1.763588814,6.77E-07,,,,0,0,,,89,0.2,0,KOI-13 b / Kepler-13 A b; SPOC is assuming solar radius
1165,1,KP,KP,2459662.706,0.0000451,2.2552876,0.0000002,14.7684,0.709808,1.071,0,0,,,89,0.2,0,KELT-23 A b
1198,1,KP,KP,2459420.243,0.000368078,3.612673848,8.61E-05,18.36696834,0.62549466,2.053,0,0,,,89,0.2,0,KELT 21 b
1236,1,KP,KP,2459422.691,0.00024318,3.030067778,6.88E-07,12.71434978,0.6805894,0.896,0,0,,,89,0.2,0,TrES-1 b
1237,1,KP,KP,2459425.497,0.0029708,12.720565,0.0001688,4.79626,0.384122,1.196,0,0,,,89,0.2,1,Kepler-25 c
1237,2,KP,KP,2458685.42,0.002755757,6.238579871,3.88E-05,3.067035669,4.5197167,1.196,0,0,,,89,0.2,1,Kepler-25 b
1240,1,KP,KP,2459421.33,0.001790196,1.720857526,3.47E-06,14.74313061,0.5793175,1.05,0,0,,,89,0.2,0,Kepler-412 b
1257,1,KP,KP,2459439.292,0.0003361,5.4526984,0.000005,14.3252,0.662945,1.336,0,0,,,89,0.2,0,HAT-P-34 b
1265,1,KP,KP,2459443.199,0.0029031,2.2047975,0.00002,17.116,0.965209,1.347,0,0,,,89,0.2,0,HAT-P-7 b; Kepler-2 b
1267,1,KP,KP,2459425.413,0.004636351,6.790091796,2.33E-05,9.662576227,0.74226433,,0,0,,,89,0.2,0,Kepler-14 b
1271,1,KP,KP,2459657.449,0.0012213,6.1349783,0.0000165,13.1383,0.760486,1.05,0,0,,,89,0.2,0,HD 118203 b
1282,1,KP,KP,2459445.893,0.0003007,0.9689943,0.0000007,17.8497,0.811009,1.3,0,0,,,89,0.2,0,KELT 16 b
1283,1,KP,KP,2458719.476,0.000295162,10.33789148,0.000413388,11.2063562,0.5275791,0.92,0,0,,,89,0.2,0,HAT-P-17 b
1290,1,KP,KP,2458683.41,0.001792152,5.398755336,2.60E-05,2.598070985,1.6586144,1.064,0,0,,,89,0.2,0,Kepler-68 b
1300,1,KP,KP,2459667.582,0.000460218,2.8716968,0.0000009,18.3265,0.756373,1.48,0,0,,,89,0.2,0,KELT-18 b
1373,1,KP,KP,2458740.189,0.00036,3.85288,0.00005,14.9692,0.834881,1.499,0,0,,,89,0.2,0,HAT-P-6 b
1388,1,KP,KP,2458739.943,0.00048,4.46491,0.0002,15.2857,0.71242,1.126,0,0,,,89,0.2,0,HAT-P-1b
1407,1,KP,KP,2459085.391,0.01294,9.978331927,6.10E-05,2.051533242,0.9935112,1.16,0,0,,,89,0.2,0,K2-167 b
1419,1,KP,KP,2459661.568,0.0001852,2.8997405,0.0000009,10.0433,0.564205,0.89,0,0,,,89,0.2,0,HAT-P-3 b
1458,1,KP,KP,2458766.822,0.00047,2.77598,0.00011,14.6552,0.758035,1.164,0,0,,,89,0.2,0,HAT-P-16 b
1463,1,KP,KP,2458764.891,0.000739601,2.879302727,0.000172627,12.57387627,0.7631784,0.99,0,0,,,89,0.2,0,Qatar-5 b
1465,1,KP,KP,2459635.061,0.0001478,1.420024,0.0000003,12.2136,0.739073,0.804,0,0,,,89,0.2,0,Qatar-1 b
1469,1,KP,KP,2458765.955,0.000385545,3.092927082,1.10E-05,1.211321637,0.5939767,0.8,0,0,,,89,0.2,1,HD 219134 b
1469,2,KP,KP,2458766.17,0.000698701,6.765084365,4.51E-05,1.291695133,0.4706125,0.8,0,0,,,89,0.2,1,HD 219134 c
1476,1,KP,KP,2458765.534,0.000298978,1.217508865,2.75E-05,12.13838977,0.62173665,1.376,0,0,,,89,0.2,0,KELT 1b
1477,1,KP,KP,2458765.649,0.000603802,2.732681484,0.0001155,17.96063042,1.0074229,1.419,0,0,,,89,0.2,0,WASP-93 b
1554,1,KP,KP,2459444.897,0.0012034,9.4341221,0.0000235,6.18857,0.404894,0.964,0,0,,,89,0.2,0,Kepler-63 b
1573,1,KP,KP,2458809.071,0.000162759,21.21641208,3.45E-05,12.49597867,0.64173174,1.1,0,0,,,89,0.2,0,HD 17156 b
1599,1,KP,KP,2458791.414,0.000169187,1.219867856,1.60E-05,19.17821559,0.70372134,1.653,0,0,,,89,0.2,0,WASP-33 b
1612,1,KP,KP,2459601.587,0.0001549,2.8641336,0.0000008,15.1475,0.717892,1.139,0,0,,,89,0.2,0,XO-7b (arXiv:1912.02821)
1626,1,KP,KP,2459391.185,0.001266444,3.332623451,8.58E-06,16.40751545,0.8528468,1.05,0,0,,,89,0.2,0,WASP-153 b
1627,1,KP,KP,2459393.375,0.00044334,5.017211185,4.14E-06,13.34133214,0.61213225,1.12,0,0,,,89,0.2,0,WASP-58 b
1628,1,KP,KP,2459420.312,0.000483865,2.143635155,1.36E-06,17.98426426,0.950878,1.17,0,0,,,89,0.2,0,WASP-48 b
1629,1,KP,KP,2459668.039,0.001125787,4.541733785,0.00033396,17.28887633,0.94025356,1.08,0,0,,,89,0.2,0,WASP-113 b
1651,1,KP,KP,2459393.628,0.000314571,3.764991857,1.26E-06,17.78139605,0.7296648,1.432,0,0,,,89,0.2,0,XO-6 b
1676,1,KP,KP,2458819.064,0.000279445,3.191584354,7.58E-05,16.27034953,1.615113,1.41,0,0,,,89,0.2,0,XO-3b
1682,1,KP,KP,2459546.701,0.0000615,2.7347645,0.0000008,17.6616,0.727246,1.45,0,0,,,89,0.2,0,KELT-7 b
1714,1,KP,KP,2459603.426,0.0001597,3.4744763,0.0000019,19.6131,0.810264,1.4,0,0,,,89,0.2,0,HAT-P-33 b
1720,1,KP,KP,2459601.817,0.0005903,2.6158578,0.0000113,14.2157,1.04254,0.902,0,0,,,89,0.2,0,XO-2 N b
1721,1,KP,KP,2459605.141,0.0002625,4.1250582,0.0000023,15.8499,0.888005,1.238,0,0,,,89,0.2,0,XO-4 B
1725,1,KP,KP,2459550.243,0.0001201,1.0914167,0.0000005,23.9976,1.1164,1.17,0,0,,,89,0.2,0,WASP-12 b
1731,1,KP,KP,2459603.865,0.0005119,3.9228042,0.0000043,15.8493,0.873536,1.19,0,0,,,89,0.2,0,HAT-P-9 b
1766,1,KP,KP,2459635.207,0.0015413,2.7033942,0.0000051,16.72,0.893416,1.34,0,0,,,89,0.2,0,KELT-3 b
1767,1,KP,KP,2458892.511,0.0005681,4.3532339,0.0001972,16.2509,0.937069,1.076,0,0,,,89,0.2,0,WASP-13 b
1771,1,KP,KP,2459629.717,0.0000876,3.2122325,0.0000006,12.9848,0.654241,0.93,0,0,,,89,0.2,0,HAT-P-22 b
1773,1,KP,KP,2459577.777,0.000428,0.736545815,1.01E-06,1.915071784,0.21438564,0.9,0,0,,,89,0.2,0,55 Cnc e
1779,1,KP,KP,2459633.12,0.0003654,1.8817191,0.0000009,10.9698,0.330624,0.283907,0,0,,,89,0.2,0,LP 261-75 b; BD from Irwin et al. 2018 with measured mass
1780,1,KP,KP,2459632.745,0.0003659,1.7063264,0.0000011,10.1999,0.689338,0.82,0,0,,,89,0.2,0,KPS-1 b
1781,1,KP,KP,2459633.497,0.0015478,2.9720774,0.0000089,15.6498,0.946034,1.15,0,0,,,89,0.2,0,HAT-P-66
1796,1,KP,KP,2459639.963,0.000189529,2.643885611,3.16E-05,3.812114028,0.11891983,0.419868,0,0,,,89,0.2,0,GJ 436 b
1800,1,KP,KP,2459632.338,0.0005015,4.1244833,0.0000044,12.4249,0.670575,1,0,0,,,89,0.2,0,HAT-P-21 b
1809,1,KP,KP,2459659.915,0.0006755,4.6170519,0.0000053,12.4681,0.680313,1.04,0,0,,,89,0.2,0,WASP-56 b
1810,1,KP,KP,2459662.702,0.0001845,1.3273482,0.0000006,15.4709,0.750927,0.98,0,0,,,89,0.2,0,HAT-P-36 b
1821,1,KP,KP,2458904.926,0.008,9.497,0.00275,2.1484,0.214077,0.86,0,0,,,89,0.2,0,HD 97658 b
1833,1,KP,KP,2459684.731,0.0003916,3.693599764,1.96E-06,17.07728681,0.9149745,1.145,0,0,,,89,0.2,0,WASP-54 b
1838,1,KP,KP,2459693.311,0.000965505,2.174803026,0.000137389,14.31818091,0.8262819,1.12,0,0,,,89,0.2,0,WASP-92 b
1840,1,KP,KP,2459658.642,0.0006124,7.8456075,0.0000096,14.2866,0.615803,1.22,0,0,,,89,0.2,0,KELT-6 b
1841,1,KP,KP,2459662.636,0.0005009,4.301199,0.0000035,15.3491,1.05673,0.86,0,0,,,89,0.2,0,HAT-P-44 b
1844,1,KP,KP,2459659.694,0.0002062,3.2130581,0.0000011,11.1114,0.78032,0.74,0,0,,,89,0.2,0,HAT-P-12 b
1847,1,KP,KP,2458390.707,0.00158,0,0,8.72158,0.639813,0.85,0,0,,,89,0.2,1,Single transit of NGTS-11 b at ~1390 TBJD; TCE at ~1402 TBJD is .02
1864,1,KP,KP,2459694.149,0.000712471,1.6453263,0.0000004,19.0015,0.848013,1.12,0,0,,,89,0.2,0,Qatar-10 b; CTOI from Ethan Kruse
1900,1,KP,KP,2459145.468,0.001330035,3.056627711,0.000122001,12.51826934,0.31135896,1.02,0,0,,,89,0.2,0,HATS-63 b
1901,1,KP,KP,2459278.312,0.0005782,1.3666563,0.0000012,15.437,,1.04,0,0,,,89,0.2,0,HATS-52 b
1902,1,KP,KP,2459307.905,0.001472158,1.609156876,0.000158989,19.23780803,2.7288687,1.28,0,0,,,89,0.2,0,HATS-67 b
1903,1,KP,KP,2459196.572,0.0011825,3.8404319,0.0000097,12.3434,0.592897,1.1,0,0,,,89,0.2,0,WASP-159 b
1904,1,KP,KP,2459310.321,0.001413601,4.325079038,0.000448149,17.93558135,0.917474,1.31,0,0,,,89,0.2,0,HATS-56 b
1905,1,KP,KP,2458574.142,0.0002,5.72226,0.00011,12.8433,0.928107,0.66,0,0,,,89,0.2,0,WASP-107 b
1906,1,KP,KP,2459299.077,0.0010038,9.6246665,0.0000175,12.3182,0.681292,0.958,0,0,,,89,0.2,0,WASP-162 b
1907,1,KP,KP,2459338.261,0.000733512,5.477202447,0.000295305,20.52820518,1.0074055,1.61,0,0,,,89,0.2,0,WASP-172 b
1908,1,KP,KP,2458384.094,0.00142,3.65688,0.00053,12.8031,0.709584,1.21,0,0,,,89,0.2,0,
1909,1,KP,KP,2459252.138,0.0002814,4.1536624,0.0000027,12.7595,0.652224,1.15,0,0,,,89,0.2,0,WASP-168 b
1910,1,KP,KP,2459296.223,0.0015289,5.4161129,0.0000165,13.3752,,1,0,0,,,89,0.2,0,HATS-59 b
1911,1,KP,KP,2459166.298,0.0051682,7.8181434,0.0000637,9.95177,0.589713,0.98,0,0,,,89,0.2,0,
1912,1,KP,KP,2459249.036,0.000594,5.4053583,0.0000092,13.4237,0.628467,1.289,0,0,,,89,0.2,0,WASP-161 b
